ID,Name,Country,Latitude,Longitude
GMXX0211,Neubrandeburg,Allemagne,53.5,13.27
GMXX0216,Nordhausen,Allemagne,51.51,10.79
GMXX0223,Regensburg,Allemagne,49.02,12.1
GMXX0228,Schrobenhausen,Allemagne,48.58,11.23
GMXX0230,Toenning,Allemagne,54.32,8.93
GMXX0235,Weibenburg,Allemagne,49.03,10.97
GMXX0242,Bielefeld-Windelsbleiche,Allemagne,52.03,8.55
GMXX0247,Fulda,Allemagne,50.56,9.68
GMXX0002,Altenbruch,Allemagne,53.82,8.77
GMXX0007,Berlin,Allemagne,52.53,13.39
GMXX0014,Breme,Allemagne,53.08,8.81
GMXX0019,Cuxhaven,Allemagne,53.86,8.72
GMXX0021,Delmenhorst,Allemagne,53.05,8.64
GMXX0026,Duhnen,Allemagne,53.88,8.65
GMXX0033,Erfurt,Allemagne,50.98,11.03
GMXX0038,Falkensee,Allemagne,52.58,13.08
GMXX0040,Francfort-Main,Allemagne,50.11,8.65
GMXX0045,Gettorf,Allemagne,54.42,9.96
GRXX0002,Akharnai,Grece,38.08,23.73
GRXX0007,Kallithea,Grece,37.95,23.7
GRXX0014,Peristerion,Grece,38.02,23.7
GRXX0019,Salonique,Grece,40.52,22.97
GRXX0021,Skiathos,Grece,39.17,23.48
GRXX0033,Chios,Grece,38.38,26.08
GRXX0038,Kos,Grece,36.85,27.17
GRXX0040,Mitilini,Grece,39.07,26.6
GRXX0045,Mykonos,Grece,38.03,25.36
GRXX0052,Ios,Grece,36.73,25.28
GRXX0057,Paros,Grece,37.08,25.15
GRXX0064,Nissiros,Grece,36.58,27.17
GRXX0003,Alexandroupolis,Grece,40.85,25.87
GRXX0008,Kavala,Grece,40.93,24.42
GRXX0010,Corinthe,Grece,37.92,22.88
GRXX0015,Piraeus,Grece,37.95,23.63
GRXX0022,Skyros,Grece,38.9,24.56
GRXX0034,Karditsa,Grece,39.33,21.92
GRXX0039,Limnos,Grece,39.92,25.23
GRXX0041,Naxos,Grece,37.0,25.47
GRXX0046,Ile-De-Crete,Grece,35.33,25.18
GRXX0053,Kea,Grece,37.63,24.35
GRXX0058,Serifos,Grece,37.15,24.5
GRXX0060,Sikinos,Grece,36.68,25.12
GRXX0065,Patmos,Grece,37.33,26.55
GRXX0004,Athens,Grece,37.9,23.73
GRXX0009,Khalkis,Grece,38.47,23.6
GRXX0011,Larisa,Grece,39.63,22.42
GRXX0016,Preveza,Grece,38.62,20.77
GRXX0023,Volos,Grece,39.37,22.95
GRXX0028,Methoni,Grece,36.83,21.7
GRXX0035,Kefallina,Grece,38.12,20.5
GRXX0042,Samos,Grece,37.7,26.92
GRXX0047,Gavdos,Grece,34.83,24.08
GRXX0054,Kithnos,Grece,37.42,24.43
GRXX0059,Sifnos,Grece,36.97,24.72
GRXX0061,Siros,Grece,37.45,24.93
GRXX0066,Simi,Grece,36.6,27.83
GRXX0005,Ilioupolis,Grece,37.92,23.75
GRXX0012,Nea-Ionia,Grece,38.02,23.75
GRXX0017,Rhodes,Grece,36.43,28.22
GRXX0024,Zakinthos,Grece,37.78,20.9
GRXX0029,Kythira,Grece,36.28,23.02
GRXX0031,Arta,Grece,39.13,21.0
GRXX0036,Kalamata,Grece,37.0,22.12
GRXX0043,Tripolis,Grece,37.53,22.4
GRXX0048,Anafi,Grece,36.35,25.77
GRXX0050,Andros,Grece,37.83,24.93
GRXX0055,Kimolos,Grece,36.8,24.58
GRXX0062,Tinos,Grece,37.53,25.17
GRXX0067,Tilos,Grece,36.42,27.37
GRXX0001,Agrinion,Grece,38.63,21.42
GRXX0006,Kalamakion,Grece,37.92,23.72
GRXX0013,Patrai,Grece,38.25,21.73
GRXX0018,Salamis,Grece,37.97,23.48
GRXX0020,Serrai,Grece,41.08,23.55
GRXX0025,Zografos,Grece,40.28,23.25
GRXX0032,Khania-Souda,Grece,35.53,24.15
GRXX0037,Kozani,Grece,40.28,21.75
GRXX0044,Santorini,Grece,36.4,25.46
GRXX0049,Amorgos,Grece,38.83,25.9
GRXX0051,Folegandros,Grece,36.63,24.92
GRXX0056,Milos,Grece,36.68,24.42
GRXX0063,Kalymnos,Grece,36.95,26.98
GRXX0068,Corfou,Grece,39.62,19.92
HUXX0004,Debrecen,Hongrie,47.48,21.63
HUXX0009,Nyiregyhaza,Hongrie,47.95,21.72
HUXX0011,Szekesfehervar,Hongrie,47.2,18.42
HUXX0016,Budapest-Lorinc-Airport,Hongrie,47.43,19.18
HUXX0005,Dunaujvaros,Hongrie,46.97,18.93
HUXX0012,Tatabanya,Hongrie,47.57,18.42
HUXX0017,Nagykanizsa,Hongrie,46.45,16.97
HUXX0001,Berettyoujfalu,Hongrie,47.22,21.55
HUXX0006,Erd,Hongrie,47.37,18.93
HUXX0013,Ujfeherto,Hongrie,47.8,21.68
HUXX0018,Pecs-Pogany,Hongrie,46.1,18.23
HUXX0002,Budapest,Hongrie,47.43,19.23
HUXX0007,Gyor,Hongrie,47.7,17.68
HUXX0014,Vac,Hongrie,47.78,19.13
HUXX0019,Szeged,Hongrie,46.25,20.1
HUXX0003,Cegled,Hongrie,47.17,19.8
HUXX0008,Kecskemet,Hongrie,46.9,19.78
HUXX0010,Puspokladany,Hongrie,47.32,21.12
HUXX0015,Miskolc,Hongrie,48.08,20.77
EIXX0005,Carrigaline,Irlande,51.81,-8.4
EIXX0012,Crookstown,Irlande,51.85,-8.84
EIXX0017,Galway,Irlande,53.35,-8.9
EIXX0024,Leixlip,Irlande,53.37,-6.48
EIXX0029,Midleton,Irlande,51.9,-8.17
EIXX0031,Moycullen,Irlande,53.34,-9.2
EIXX0036,Oranmore,Irlande,53.27,-8.92
EIXX0043,Swords,Irlande,53.45,-6.22
EIXX0048,Wexford,Irlande,52.33,-6.46
EIXX0050,Belmullet,Irlande,54.23,-10.0
EIXX0055,Athlone,Irlande,53.42,-7.95
EIXX0067,Dromond,Irlande,53.83,-7.92
EIXX0074,Oldcastle,Irlande,53.77,-7.17
EIXX0079,Thurles,Irlande,52.68,-7.48
EIXX0081,West-Arran,Irlande,55.0,-8.75
EIXX0086,St-Georges-Chan,Irlande,52.0,-5.83
EIXX0101,Tramore,Irlande,52.18,-7.3
EIXX0004,Carrick-On-Shannon,Irlande,53.95,-8.09
EIXX0009,Cavan,Irlande,53.98,-7.38
EIXX0011,Cork,Irlande,51.85,-8.5
EIXX0016,Ennis,Irlande,52.83,-8.98
EIXX0023,Killarney,Irlande,52.05,-9.52
EIXX0028,Mallow,Irlande,52.13,-8.63
EIXX0030,Monaghan,Irlande,54.25,-6.97
EIXX0035,Newmarket-On-Fergus,Irlande,52.76,-8.9
EIXX0042,Sligo,Irlande,54.27,-8.48
EIXX0047,Waterford,Irlande,52.75,-7.12
EIXX0054,Rosslare,Irlande,52.25,-6.33
EIXX0059,Blackhead,Irlande,53.17,-9.33
EIXX0061,Crookhaven,Irlande,51.5,-9.75
EIXX0066,Dunmore,Irlande,52.17,-7.17
EIXX0073,Jalon,Irlande,52.68,-8.08
EIXX0078,Tralee,Irlande,52.27,-9.68
EIXX0080,Tuam,Irlande,53.52,-8.83
EIXX0085,Mer-Malinhead,Irlande,55.5,-7.5
EIXX0092,Carrick-On-Suir,Irlande,52.33,-7.5
EIXX0100,Ballinafad,Irlande,54.03,-8.33
EIXX0003,Carlow,Irlande,52.84,-6.93
EIXX0008,Castlemartyr,Irlande,51.91,-8.05
EIXX0010,Clifden,Irlande,53.48,-10.02
EIXX0015,Dun-Laoghaire,Irlande,53.28,-6.12
EIXX0022,Killadysert,Irlande,52.67,-9.11
EIXX0027,Longford,Irlande,53.09,-7.62
EIXX0034,Navan,Irlande,53.65,-6.67
EIXX0039,Portmarnock,Irlande,53.42,-6.13
EIXX0041,Roscommon,Irlande,53.63,-8.18
EIXX0046,Tullamore,Irlande,53.27,-7.49
EIXX0053,Valentia-Observatoire,Irlande,51.93,-10.25
EIXX0058,Ballinasloe,Irlande,53.33,-8.25
EIXX0060,Claremorris,Irlande,53.72,-8.98
EIXX0065,Edenderry,Irlande,53.33,-7.08
EIXX0072,Loughrea,Irlande,53.18,-8.57
EIXX0077,Shercock,Irlande,54.0,-6.88
EIXX0084,Mer-Dirlande,Irlande,53.5,-5.33
EIXX0091,Malin-Head,Irlande,55.37,-7.33
EIXX0002,Ballincollig,Irlande,51.88,-8.58
EIXX0007,Castleconnell,Irlande,52.71,-8.5
EIXX0014,Dublin,Irlande,53.43,-6.25
EIXX0019,Kilcolgan,Irlande,53.2,-8.87
EIXX0021,Kilkenny,Irlande,52.65,-7.25
EIXX0026,Limerick,Irlande,52.7,-8.92
EIXX0033,Naas,Irlande,53.22,-6.67
EIXX0038,Portlaoise,Irlande,53.03,-7.3
EIXX0040,Ringaskiddy,Irlande,51.83,-8.32
EIXX0045,Tipperary,Irlande,52.47,-8.16
EIXX0052,Aasleagh,Irlande,53.5,-9.67
EIXX0057,Ballycanew,Irlande,52.62,-6.32
EIXX0064,Carrickmacross,Irlande,53.97,-6.7
EIXX0069,Greenslough,Irlande,55.12,-7.9
EIXX0071,Kilrush,Irlande,52.75,-9.67
EIXX0076,Roscrea,Irlande,52.95,-7.82
EIXX0083,Mer-Blackhead,Irlande,53.5,-10.33
EIXX0090,Clones,Irlande,54.16,-7.21
EIXX0001,Arklow,Irlande,52.79,-6.14
EIXX0006,Castlebar,Irlande,53.85,-9.3
EIXX0013,Drogheda,Irlande,53.72,-6.35
EIXX0018,Greystones,Irlande,53.15,-6.07
EIXX0020,Kildare,Irlande,53.17,-6.92
EIXX0025,Letterkenny,Irlande,54.95,-7.73
EIXX0032,Mullingar,Irlande,53.53,-7.35
EIXX0037,Pallaskenry,Irlande,52.64,-8.87
EIXX0044,Tallaght,Irlande,53.28,-6.35
EIXX0049,Wicklow,Irlande,52.98,-6.05
EIXX0056,Ballina-Mayo,Irlande,54.12,-9.17
EIXX0063,Ballymahon,Irlande,53.55,-7.77
EIXX0070,Gorunna,Irlande,53.25,-9.68
EIXX0075,Portlaw,Irlande,52.28,-7.32
EIXX0082,Youghal,Irlande,51.97,-7.85
EIXX0087,Sea-Valentia,Irlande,52.5,-10.0
EIXX0094,Clonakilty,Irlande,51.62,-8.88
ITXX0068,Rovigo,Italie,45.07,11.78
ITXX0070,San-Remo,Italie,43.82,7.77
ITXX0075,Tivoli,Italie,41.97,12.8
ITXX0082,Varese,Italie,45.8,8.83
ITXX0087,Verone,Italie,45.45,11.0
ITXX0094,Amendola,Italie,41.53,15.72
ITXX0102,Ancona-Falconara,Italie,43.62,13.37
ITXX0107,Breuil-Cervina,Italie,45.9,7.75
ITXX0114,Castelvetrano,Italie,37.65,12.85
ITXX0119,Foggia,Italie,41.47,15.53
ITXX0121,Gorizia,Italie,45.95,13.63
ITXX0126,Loano,Italie,44.13,8.27
ITXX0133,Oulx,Italie,45.03,6.85
ITXX0138,Pescina,Italie,42.02,13.65
ITXX0140,Parme,Italie,44.8,10.3
ITXX0145,Pizzoferrato,Italie,41.93,14.22
ITXX0152,Santa-Caterina,Italie,40.07,8.47
ITXX0157,Spezzano,Italie,39.68,16.25
ITXX0164,Urbania,Italie,43.67,12.53
ITXX0169,Vitoria-Veneto,Italie,45.97,12.3
ITXX0183,Montecchio,Italie,43.53,10.72
ITXX0188,Capo-Caccia,Italie,40.57,8.17
ITXX0190,Crotone,Italie,39.0,17.07
ITXX0001,Alcamo,Italie,37.98,12.97
ITXX0006,Bologna,Italie,44.53,11.3
ITXX0013,Carpi,Italie,44.78,10.88
ITXX0018,Chieti,Italie,42.35,14.17
ITXX0020,Chivasso,Italie,45.18,7.88
ITXX0025,Cremona,Italie,45.12,10.03
ITXX0032,Imola,Italie,44.35,11.7
ITXX0037,Lucca,Italie,43.83,10.48
ITXX0044,Mola-Di-Bari,Italie,41.07,17.08
ITXX0049,Monza,Italie,45.58,9.27
ITXX0051,Muravera,Italie,39.42,9.57
ITXX0056,Palidoro,Italie,41.93,12.18
ITXX0063,Quartu-Santelena,Italie,39.24,9.18
ITXX0067,Rome,Italie,41.8,12.23
ITXX0074,Terni,Italie,42.57,12.62
ITXX0079,Trevise,Italie,45.67,12.25
ITXX0081,Turin,Italie,45.05,7.65
ITXX0086,Ventimiglia,Italie,43.78,7.6
ITXX0093,Grosseto,Italie,42.75,11.07
ITXX0101,Alghero,Italie,40.63,8.28
ITXX0106,Alessandria,Italie,44.9,8.63
ITXX0113,Cuneo,Italie,44.4,7.55
ITXX0118,Donnaz,Italie,45.6,7.75
ITXX0120,Frontone,Italie,43.52,12.73
ITXX0125,Liante-Novi-Ligu,Italie,44.77,8.78
ITXX0132,Orvieto,Italie,42.72,12.13
ITXX0137,Prato-Allo-Stelv,Italie,46.6,10.6
ITXX0144,Porassey,Italie,45.73,7.0
ITXX0149,Rieti,Italie,42.4,12.85
ITXX0151,San-Marco-Dei-Ca,Italie,41.3,14.88
ITXX0156,Syrakus,Italie,37.08,15.28
ITXX0163,Udine,Italie,46.07,13.23
ITXX0168,Villa-Santina,Italie,46.4,12.58
ITXX0182,Sardegna,Italie,40.0,9.0
ITXX0187,Sardaigne,Italie,39.25,9.05
ITXX0005,Bergamo,Italie,45.68,9.72
ITXX0012,Carmagnola,Italie,44.85,7.72
ITXX0017,Catania,Italie,37.5,15.1
ITXX0024,Come,Italie,45.78,9.08
ITXX0029,Formia,Italie,41.25,13.62
ITXX0031,Genes,Italie,44.42,8.95
ITXX0036,Livorno,Italie,43.55,10.32
ITXX0043,Modena,Italie,44.67,10.92
ITXX0048,Montesilvano,Italie,42.48,14.13
ITXX0050,Moscufo,Italie,42.42,14.05
ITXX0055,Palermo,Italie,38.18,13.1
ITXX0062,Prato,Italie,43.88,11.1
ITXX0066,Rivoli,Italie,45.07,7.52
ITXX0073,Sorrento,Italie,40.62,14.37
ITXX0078,Trento,Italie,46.07,11.13
ITXX0080,Trieste,Italie,45.67,13.77
ITXX0085,Venise,Italie,45.5,12.33
ITXX0092,Capo-Mele,Italie,43.95,8.17
ITXX0097,Reggio-Calabria,Italie,38.08,15.65
ITXX0100,Agnone,Italie,41.8,14.38
ITXX0105,Laquila,Italie,42.37,13.4
ITXX0112,Campobasso,Italie,41.57,14.65
ITXX0117,Domodossola,Italie,46.1,8.3
ITXX0124,Lecce,Italie,40.23,18.32
ITXX0129,Matelica,Italie,43.25,13.02
ITXX0131,Nuoro,Italie,40.32,9.33
ITXX0136,Perugia,Italie,43.1,12.38
ITXX0143,Policoro,Italie,40.2,16.68
ITXX0148,Rimini,Italie,44.07,12.57
ITXX0150,Ravenna,Italie,44.42,12.2
ITXX0155,Sassari,Italie,40.73,8.55
ITXX0162,Termoli,Italie,42.0,14.98
ITXX0167,Varese-Ligure,Italie,44.37,9.6
ITXX0186,Bormio,Italie,46.47,10.37
ITXX0193,Capo-Carbonara,Italie,39.1,9.52
ITXX0004,Barletta,Italie,41.32,16.28
ITXX0009,Bronzolo,Italie,46.4,11.32
ITXX0011,Carbonia,Italie,39.17,8.52
ITXX0016,Castenaso,Italie,44.5,11.47
ITXX0023,Collegno,Italie,45.08,7.57
ITXX0028,Florence,Italie,43.8,11.2
ITXX0030,Frosinone,Italie,41.63,13.32
ITXX0035,Lanciano,Italie,42.23,14.38
ITXX0042,Milan,Italie,45.48,9.19
ITXX0047,Monopoli,Italie,40.75,17.3
ITXX0054,Padova,Italie,45.42,11.88
ITXX0059,Pise,Italie,43.72,10.38
ITXX0061,Pompei,Italie,40.75,14.5
ITXX0065,Reggio-Nellemilia,Italie,44.72,10.6
ITXX0072,Sienne,Italie,43.32,11.35
ITXX0077,Trapani,Italie,38.02,12.6
ITXX0084,Venaria,Italie,45.13,7.63
ITXX0089,Viterbo,Italie,42.42,12.1
ITXX0091,Verone-Villafranca,Italie,45.38,10.87
ITXX0096,Brindisi,Italie,40.65,17.95
ITXX0104,Ascoli-Piceno,Italie,42.87,13.55
ITXX0109,Broni,Italie,45.05,9.27
ITXX0111,Caltanissetta,Italie,37.48,14.08
ITXX0116,Catanzaro,Italie,38.9,16.6
ITXX0123,Laurino,Italie,40.33,15.33
ITXX0128,Marina-Di-Leuca,Italie,39.77,18.35
ITXX0130,Monte-St-Angelo,Italie,41.7,15.95
ITXX0135,Pordenone,Italie,45.78,12.65
ITXX0142,Porto-Civitanova,Italie,43.3,13.72
ITXX0147,Reggio-Di-Calabria,Italie,38.1,15.67
ITXX0159,Terracina,Italie,41.28,13.25
ITXX0161,Tirano,Italie,46.2,10.1
ITXX0166,Vibo-Valentia,Italie,38.67,16.1
ITXX0185,Livigno,Italie,46.53,10.07
ITXX0192,Lamezia,Italie,38.9,16.25
ITXX0003,Bari,Italie,41.13,16.78
ITXX0008,Brescia,Italie,45.55,10.25
ITXX0010,Cagliari,Italie,39.25,9.05
ITXX0015,Cassino,Italie,41.5,13.82
ITXX0022,Civitavecchia,Italie,42.1,11.8
ITXX0027,Ferrara,Italie,44.83,11.58
ITXX0034,Laives,Italie,46.43,11.33
ITXX0039,Merano,Italie,46.67,11.15
ITXX0041,Mestre,Italie,45.48,12.23
ITXX0046,Moncalieri,Italie,45.0,7.68
ITXX0053,Novara,Italie,45.47,8.63
ITXX0058,Piacenza,Italie,45.02,9.67
ITXX0060,Poggibonsi,Italie,43.47,11.15
ITXX0069,Salerno,Italie,40.68,14.78
ITXX0071,Savona,Italie,44.28,8.5
ITXX0076,Torre-Del-Greco,Italie,40.78,14.37
ITXX0083,Cite-Du-Vatican,Italie,41.9,12.45
ITXX0088,Vicenza,Italie,45.55,11.55
ITXX0090,Milano-Linate,Italie,45.43,9.28
ITXX0095,Capo-Palinuro,Italie,40.02,15.28
ITXX0103,Aoste,Italie,45.73,7.33
ITXX0108,Boiano,Italie,41.47,14.48
ITXX0110,Brunico,Italie,46.78,11.95
ITXX0115,Cortina-Dampezzo-Italie,Italie,46.55,12.13
ITXX0122,Gualdo-Tadino,Italie,43.25,12.77
ITXX0127,Lavello,Italie,41.05,15.8
ITXX0134,Passo-Della-Cisa,Italie,44.47,9.93
ITXX0139,Potenza,Italie,40.62,15.78
ITXX0141,Pesaro,Italie,43.92,12.88
ITXX0146,Riccia,Italie,41.48,14.83
ITXX0153,Spoleto,Italie,42.73,12.75
ITXX0158,Taranto,Italie,40.47,17.25
ITXX0160,Teramo,Italie,42.67,13.68
ITXX0165,Vasto,Italie,42.12,14.72
ITXX0184,Isle-Of-Capri,Italie,40.33,14.13
ITXX0189,Ronchi-Legionari,Italie,45.82,13.48
ITXX0191,Gela,Italie,37.08,14.22
ITXX0002,Aversa,Italie,40.97,14.2
ITXX0007,Bolzano,Italie,46.47,11.33
ITXX0014,Caserta,Italie,41.07,14.33
ITXX0019,Chioggia,Italie,45.22,12.28
ITXX0021,Ciampino,Italie,41.8,12.6
ITXX0026,Empoli,Italie,43.72,10.95
ITXX0033,La-Spezia,Italie,44.12,9.83
ITXX0038,Marsala,Italie,37.8,12.43
ITXX0040,Messina,Italie,38.18,15.57
ITXX0045,Molfetta,Italie,41.2,16.6
ITXX0052,Naples,Italie,40.85,14.3
ITXX0057,Pescara,Italie,42.43,14.2
ITXX0064,Rapallo,Italie,44.35,9.23
LGXX0003,Rezekne,Latvia,56.5,27.32
LGXX0002,Ogre,Latvia,56.83,24.65
LGXX0001,Jelgava,Latvia,56.65,23.68
LGXX0005,Valmiera,Latvia,57.53,25.48
LGXX0004,Riga,Latvia,56.97,24.07
MDXX0002,Hancesti,Moldavie,46.83,28.59
MDXX0001,Chisinau,Moldavie,47.01,28.86
MDXX0005,Tiraspol,Moldavie,46.83,29.62
MDXX0004,Straseni,Moldavie,47.14,28.61
MDXX0003,Kishinev,Moldavie,47.02,28.87
NOXX0004,Bergen,Norvege,60.28,5.22
NOXX0009,Floro,Norvege,61.6,5.0
NOXX0011,Halden,Norvege,59.15,11.38
NOXX0023,Melhus,Norvege,63.28,10.27
NOXX0028,Os,Norvege,62.5,11.2
NOXX0030,Porsgrunn,Norvege,59.15,9.67
NOXX0035,Stavanger,Norvege,58.97,5.75
NOXX0047,Orland-Iii,Norvege,63.7,9.6
NOXX0054,Rorvik,Norvege,64.83,11.15
NOXX0059,Skrova,Norvege,68.15,14.65
NOXX0061,Utsira-Fyr,Norvege,59.3,4.88
NOXX0017,Kristiansand,Norvege,58.2,8.08
NOXX0024,Moss,Norvege,59.43,10.7
NOXX0029,Oslo,Norvege,60.2,11.08
NOXX0031,Roros,Norvege,62.58,11.35
NOXX0036,Stjordalshalsen,Norvege,63.47,10.93
NOXX0048,Oksoy-Fyr,Norvege,58.07,8.05
NOXX0050,Tromso-Langnes,Norvege,69.68,18.92
NOXX0055,Sogndal,Norvege,61.15,7.13
NOXX0001,Alvik,Norvege,60.43,6.43
NOXX0020,Lillesand,Norvege,58.25,8.38
NOXX0032,Sandefjord,Norvege,59.13,10.23
NOXX0037,Tonsberg,Norvege,59.28,10.42
NOXX0049,Namsos,Norvege,64.47,11.58
NOXX0051,Bronnoysund,Norvege,65.47,12.22
NOXX0056,Karasjok,Norvege,69.47,25.52
NOXX0002,Arendal,Norvege,58.46,8.77
NOXX0014,Haugesund,Norvege,59.42,5.3
NOXX0019,Larvik,Norvege,59.07,10.0
NOXX0021,Lillestrom,Norvege,59.95,11.08
NOXX0033,Sandvika,Norvege,59.9,10.52
NOXX0040,Tynset,Norvege,62.28,10.78
NOXX0045,Svinoy-Fyr,Norvege,62.33,5.27
NOXX0052,Evenes,Norvege,68.52,16.68
NOXX0057,Krakenes,Norvege,62.03,4.98
NOXX0008,Drammen,Norvege,59.73,10.25
NOXX0010,Fredrikstad,Norvege,59.22,10.95
NOXX0015,Honefoss,Norvege,60.17,10.3
NOXX0022,Mandal,Norvege,58.03,7.45
NOXX0027,Norheimsund,Norvege,60.37,6.13
NOXX0034,Skien,Norvege,59.2,9.6
NOXX0039,Trondheim,Norvege,63.47,10.93
NOXX0046,Tafjord,Norvege,62.23,7.42
NOXX0053,Fagernes,Norvege,60.98,9.23
NOXX0058,Leknes,Norvege,68.15,13.62
NOXX0060,Vangsnes,Norvege,61.17,6.65
PLXX0001,Brzeg,Pologne,50.85,17.47
PLXX0006,Gdynia,Pologne,54.53,18.55
PLXX0013,Legnica,Pologne,51.2,16.2
PLXX0018,Plock,Pologne,52.55,19.72
PLXX0020,Pruszkow,Pologne,52.18,20.8
PLXX0025,Szczecin,Pologne,53.4,14.62
PLXX0032,Leba,Pologne,54.75,17.53
PLXX0037,Mlawa,Pologne,53.1,20.35
PLXX0049,Lublin,Pologne,51.23,22.57
PLXX0051,Pomeranian-Bay,Pologne,54.42,14.42
PLXX0005,Gdansk,Pologne,54.38,18.47
PLXX0012,Cracovie,Pologne,50.08,19.8
PLXX0017,Otwock,Pologne,52.12,21.27
PLXX0024,Swinoujscie,Pologne,53.92,14.25
PLXX0029,Wroclaw,Pologne,51.1,16.88
PLXX0031,Koszalin,Pologne,54.2,16.15
PLXX0036,Torun,Pologne,53.03,18.58
PLXX0043,Zielona-Gora,Pologne,51.93,15.53
PLXX0048,Zamosc,Pologne,50.7,23.25
PLXX0050,Przemysl,Pologne,49.8,22.77
PLXX0055,Ketrzyn,Pologne,54.07,21.37
PLXX0004,Elblag,Pologne,54.17,19.42
PLXX0009,Kalisz,Pologne,51.75,18.08
PLXX0011,Kielce,Pologne,50.87,20.62
PLXX0016,Olesnica,Pologne,51.2,17.38
PLXX0023,Stargard-Szczecinski,Pologne,53.33,15.05
PLXX0028,Varsovie,Pologne,52.17,20.97
PLXX0030,Zabrze,Pologne,50.32,18.78
PLXX0035,Chojnice,Pologne,53.7,17.55
PLXX0042,Siedlce,Pologne,52.18,22.27
PLXX0047,Klodzko,Pologne,50.43,16.62
PLXX0054,Kolobrzeg,Pologne,54.18,15.58
PLXX0003,Danzig,Pologne,54.38,18.47
PLXX0008,Gorzow-Wielkopolski,Pologne,52.73,15.25
PLXX0010,Katowice,Pologne,50.27,19.0
PLXX0015,Malczyce,Pologne,51.22,16.48
PLXX0022,Sosnowiec,Pologne,50.3,19.13
PLXX0027,Tychy,Pologne,50.13,18.98
PLXX0034,Suwalki,Pologne,54.13,22.95
PLXX0039,Gorzow-Wlkp,Pologne,52.75,15.28
PLXX0046,Sniezka,Pologne,50.77,15.75
PLXX0053,Sopot,Pologne,54.28,18.34
PLXX0002,Czestochowa,Pologne,50.82,19.1
PLXX0007,Goleniow,Pologne,53.57,14.82
PLXX0014,Lodz,Pologne,51.77,19.5
PLXX0019,Police,Pologne,53.55,14.57
PLXX0021,Rybnik,Pologne,50.12,18.53
PLXX0026,Tarnow,Pologne,50.02,21.0
PLXX0033,Hel,Pologne,54.6,18.82
PLXX0038,Bialystok,Pologne,53.1,23.17
PLXX0040,Poznan,Pologne,52.42,16.83
PLXX0045,Lublin-Radawiec,Pologne,51.22,22.4
PLXX0052,Sud-De-La-Baltique,Pologne,55.25,18.25
POXX0017,Matosinhos,Portugal,41.18,-8.7
POXX0024,Sao-Joao-Da-Madeira,Portugal,40.9,-8.5
POXX0029,Vila-Nova-De-Gaia,Portugal,41.13,-8.62
POXX0036,Evora-C-Coord,Portugal,38.53,-7.9
POXX0043,Alvares,Portugal,40.02,-8.1
POXX0048,Covilha,Portugal,40.28,-7.48
POXX0050,Caldas-Da-Rainha,Portugal,39.35,-9.13
POXX0055,Guarda,Portugal,40.53,-7.28
POXX0062,Mirandela,Portugal,41.48,-7.18
POXX0067,Portel,Portugal,38.3,-7.72
POXX0074,Santarem,Portugal,39.23,-8.68
POXX0079,Vila-Real,Portugal,41.32,-7.73
POXX0081,Western-Madeira,Portugal,32.77,-17.23
POXX0005,Anha,Portugal,41.67,-8.8
POXX0012,Esposende,Portugal,41.53,-8.87
POXX0016,Lisbonne,Portugal,38.78,-9.13
POXX0028,Viana-Do-Castelo,Portugal,41.7,-8.8
POXX0035,Coimbra-Cernache,Portugal,40.15,-8.47
POXX0042,Alcacer-Do-Sal,Portugal,38.37,-8.52
POXX0047,Chaves,Portugal,41.73,-7.47
POXX0054,Figueira-Da-Foz,Portugal,40.15,-8.87
POXX0059,Monfortinho,Portugal,40.0,-6.92
POXX0066,Portalegre,Portugal,39.28,-7.43
POXX0073,Sao-Marcos-Da-Se,Portugal,37.37,-8.38
POXX0078,Vendas-Novas,Portugal,38.68,-8.47
POXX0080,Viseu,Portugal,40.67,-7.92
POXX0004,Ancora,Portugal,41.82,-8.85
POXX0009,Caminha,Portugal,41.87,-8.83
POXX0011,Espinho,Portugal,41.02,-8.63
POXX0015,Gondomar,Portugal,41.15,-8.53
POXX0022,Porto,Portugal,41.23,-8.68
POXX0027,Tavira,Portugal,37.12,-7.65
POXX0034,Sagres,Portugal,37.0,-8.95
POXX0039,Lisbonne-Gago-Coutinho,Portugal,38.77,-9.13
POXX0041,Algoso,Portugal,41.47,-6.58
POXX0046,Castro-Daire,Portugal,40.9,-7.93
POXX0053,Fafe,Portugal,41.45,-8.17
POXX0058,Leiria,Portugal,39.75,-8.78
POXX0060,Mora,Portugal,38.95,-8.17
POXX0065,Odemira,Portugal,37.6,-8.65
POXX0072,Sines,Portugal,37.93,-8.88
POXX0077,Torrao,Portugal,38.28,-8.23
POXX0003,Amadora,Portugal,38.75,-9.23
POXX0008,Braga,Portugal,41.55,-8.43
POXX0010,Cascais,Portugal,38.7,-9.49
POXX0014,Funchal,Portugal,32.68,-16.77
POXX0019,Olhao,Portugal,37.03,-7.83
POXX0021,Portimao,Portugal,37.13,-8.53
POXX0026,Setubal,Portugal,38.53,-8.9
POXX0033,Porto-Santo,Portugal,33.07,-16.35
POXX0038,Braganca,Portugal,41.8,-6.73
POXX0040,Alvalade,Portugal,37.93,-8.4
POXX0045,Beja,Portugal,38.02,-7.87
POXX0052,Estremoz,Portugal,38.83,-7.58
POXX0064,Moura,Portugal,38.13,-7.45
